id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
2944,e,k,s,t,n,f,c,b,e,?,s,s,,,,,,w,7.0,8.0,,1.0,
2945,p,f,y,,,,,,,b,k,k,,,,,,p,2.0,,,2.0,
2946,p,x,y,,,,,,,?,s,s,,,,,,p,1.0,,,1.0,
2947,p,x,y,,,,,,,b,k,k,,,,,,d,2.0,,,2.0,
2948,p,x,y,,,,,,,b,k,k,,,,,,p,2.0,,,2.0,
2949,p,b,y,,,,,,,b,s,s,,,,,,g,3.0,,,1.0,
2950,p,f,y,,,,,,,b,k,k,,,,,,g,2.0,,,2.0,
2951,p,x,s,,,,,,,b,s,f,,,,,,g,3.0,,,1.0,
2952,p,x,s,,,,,,,b,s,s,,,,,,g,7.0,,,1.0,
2953,e,k,y,,,,,,,?,s,s,,,,,,w,7.0,,,1.0,
2954,p,f,y,,,,,,,b,k,k,,,,,,p,2.0,,,4.0,
2955,p,x,s,,,,,,,b,f,f,,,,,,g,7.0,,,1.0,
2956,p,b,y,,,,,,,b,s,s,,,,,,m,7.0,,,1.0,
2957,p,x,s,,,,,,,b,s,f,,,,,,g,3.0,,,1.0,
2958,e,k,s,,,,,,,?,s,s,p,t,e,w,c,w,1.0,,1.0,1.0,3.0
2959,p,f,s,,,,,,,b,f,s,p,o,p,h,s,u,4.0,,1.0,1.0,1.0
2960,p,x,f,,,,,,,?,k,y,p,o,e,w,v,d,2.0,,1.0,1.0,2.0
2961,p,f,s,,,,,,,b,s,s,p,o,p,h,v,g,4.0,,1.0,1.0,1.0
2962,p,f,y,,,,,,,b,k,k,p,o,l,h,y,d,2.0,,1.0,2.0,7.0
2963,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,1.0,,1.0,1.0,2.0
2964,p,f,s,,,,,,,b,s,f,p,o,p,h,s,u,7.0,,1.0,1.0,1.0
2965,e,f,s,,,,,,,?,s,s,p,t,e,w,c,w,5.0,,1.0,1.0,1.0
2966,p,x,y,,,,,,,?,s,s,p,o,e,w,v,d,1.0,,1.0,2.0,5.0
2967,p,x,y,,,,,,,?,s,s,p,o,e,w,v,d,1.0,,1.0,1.0,1.0
2968,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1.0,,1.0,1.0,1.0
2969,p,x,s,,,,,,,b,f,s,p,o,p,h,v,u,3.0,,1.0,1.0,1.0
2970,e,k,s,,,,,,,?,s,s,p,t,e,w,c,w,1.0,,1.0,6.0,3.0
2971,p,f,y,,,,,,,b,k,k,p,o,l,h,y,g,4.0,,1.0,5.0,5.0
2972,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,7.0,,1.0,1.0,3.0
2973,p,f,s,,,,,,,b,f,s,p,o,p,h,s,u,3.0,,1.0,1.0,1.0
2974,e,k,f,,,,,,,b,s,s,p,o,e,w,v,l,1.0,,1.0,1.0,7.0
2975,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,1.0,,1.0,1.0,1.0
2976,p,f,s,,,,,,,b,f,s,p,o,p,h,v,g,3.0,,1.0,1.0,1.0
2977,p,x,s,,,,,,,b,s,s,p,o,p,h,v,u,4.0,,1.0,1.0,1.0
2978,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,2.0,,1.0,1.0,2.0
2979,p,f,s,,,,,,,b,s,s,p,t,p,r,v,m,3.0,,1.0,1.0,1.0
2980,p,f,f,,,,,,,b,k,k,p,o,l,h,y,p,2.0,,1.0,5.0,6.0
2981,e,k,y,,,,,,,?,s,s,p,t,e,w,c,w,6.0,,1.0,6.0,1.0
2982,p,f,y,,,,,,,b,s,s,p,o,p,w,c,l,3.0,,1.0,1.0,1.0
2983,p,f,s,,,,,,,b,f,s,p,o,p,h,v,u,7.0,,1.0,1.0,1.0
2984,e,f,y,,,,,,,?,s,f,p,o,f,h,y,d,3.0,,1.0,1.0,1.0
2985,e,x,y,,,,,,,?,s,f,p,o,f,h,v,d,10.0,,1.0,1.0,1.0
2986,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,7.0,,1.0,1.0,3.0
2987,p,f,s,,,,,,,b,s,s,p,o,p,h,v,g,4.0,,1.0,1.0,1.0
2988,p,x,y,,,,,,,?,s,k,p,o,e,w,v,d,5.0,,1.0,2.0,1.0
2989,p,f,y,,,,,,,b,k,k,p,o,l,h,y,p,2.0,,1.0,5.0,6.0
2990,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,4.0,,1.0,1.0,1.0
2991,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,7.0,,1.0,1.0,1.0
2992,e,f,s,,,,,,,?,s,s,p,t,e,w,c,w,5.0,,1.0,6.0,1.0
2993,p,x,y,,,,,,,?,k,k,p,o,e,w,v,d,5.0,,1.0,1.0,5.0
2994,p,f,f,,,,,,,b,k,k,p,o,l,h,y,g,4.0,,1.0,4.0,6.0
2995,p,f,y,,,,,,,b,k,k,p,o,l,h,y,d,2.0,,1.0,4.0,6.0
2996,e,x,s,,,,,,,?,s,s,p,t,e,w,c,w,1.0,,1.0,6.0,1.0
2997,p,f,s,,,,,,,b,f,f,p,o,p,h,s,g,4.0,,1.0,1.0,1.0
2998,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1.0,,1.0,2.0,1.0
2999,p,f,s,,,,,,,b,s,s,p,o,p,h,s,g,3.0,,1.0,1.0,1.0
3000,e,x,f,,,,,,,b,s,s,p,o,e,w,v,l,9.0,,1.0,1.0,7.0
3001,p,f,s,,,,,,,b,f,s,p,o,p,h,v,g,4.0,,1.0,1.0,1.0
3002,p,f,f,,,,,,,b,k,k,p,o,l,h,v,p,4.0,,1.0,5.0,5.0
3003,e,x,y,,,,,,,?,s,f,p,o,f,h,y,d,10.0,,1.0,1.0,1.0
3004,p,x,f,,,,,,,b,k,k,p,o,l,h,v,p,2.0,,1.0,2.0,6.0
3005,p,x,y,,,,,,,?,s,k,p,o,e,w,v,l,1.0,,1.0,2.0,5.0
3006,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1.0,,1.0,1.0,1.0
3007,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,5.0,,1.0,6.0,1.0
3008,p,x,s,,,,,,,b,s,f,p,o,p,h,v,u,4.0,,1.0,1.0,1.0
3009,e,k,y,,,,,,,?,s,s,p,t,e,w,c,w,1.0,,1.0,1.0,3.0
3010,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,5.0,,1.0,1.0,1.0
3011,p,x,y,,,,,,,?,s,k,p,o,e,w,v,p,1.0,,1.0,2.0,5.0
3012,p,b,y,,,,,,,?,k,y,p,o,e,w,v,d,1.0,,1.0,1.0,2.0
3013,p,x,y,,,,,,,?,s,s,p,o,e,w,v,p,1.0,,1.0,1.0,5.0
3014,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,7.0,,1.0,1.0,3.0
3015,p,x,s,,,,,,,b,f,s,p,o,p,h,v,g,3.0,,1.0,1.0,1.0
3016,p,f,y,,,,,,,b,k,k,p,o,l,h,v,g,2.0,,1.0,2.0,6.0
3017,e,f,y,,,,,,,?,s,s,p,t,e,w,c,w,1.0,,1.0,1.0,1.0
3018,p,b,y,,,,,,,b,s,s,p,t,p,r,v,m,3.0,,1.0,1.0,1.0
3019,e,x,y,,,,,,,b,s,f,p,o,e,w,v,l,1.0,,1.0,1.0,7.0
3020,p,f,y,,,,,,,b,k,k,p,o,l,h,v,p,2.0,,1.0,5.0,5.0
3021,p,x,s,,,,,,,b,f,s,p,o,p,h,s,g,7.0,,1.0,1.0,1.0
3022,p,x,y,,,,,,,?,s,s,p,o,e,w,v,l,1.0,,1.0,1.0,5.0
3023,p,x,s,,,,,,,b,s,s,p,o,p,h,s,u,4.0,,1.0,1.0,1.0
3024,p,f,s,,,,,,,b,s,f,p,o,p,h,s,u,4.0,,1.0,1.0,1.0
3025,p,x,y,,,,,,,?,k,s,p,o,e,w,v,p,1.0,,1.0,1.0,1.0
3026,e,f,y,,,,,,,?,s,f,p,o,f,h,v,d,3.0,,1.0,1.0,1.0
3027,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,1.0,,1.0,2.0,1.0
3028,p,f,f,,,,,,,b,k,k,p,o,l,h,v,g,4.0,,1.0,5.0,6.0
3029,p,x,y,,,,,,,?,k,s,p,o,e,w,v,l,5.0,,1.0,2.0,5.0
3030,p,x,s,,,,,,,b,s,s,p,o,p,h,v,g,3.0,,1.0,1.0,1.0
3031,p,f,y,,,,,,,b,k,k,p,o,l,h,v,d,4.0,,1.0,5.0,6.0
3032,p,x,s,,,,,,,b,s,f,p,o,p,h,s,u,3.0,,1.0,1.0,1.0
3033,p,k,y,,,,,,,?,k,y,p,o,e,w,v,d,2.0,,1.0,1.0,7.0
3034,p,f,s,,,,,,,b,s,f,p,o,p,h,v,u,3.0,,1.0,1.0,1.0
3035,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,u,4.0,7.0,1.0,1.0,1.0
3036,e,x,y,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,9.0,5.0,1.0,1.0,7.0
3037,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3.0,7.0,1.0,1.0,1.0
3038,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
3039,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6.0,12.0,1.0,1.0,1.0
3040,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,4.0,1.0,2.0,6.0
3041,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,8.0,1.0,6.0,3.0
3042,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,7.0,12.0,1.0,1.0,1.0
3043,p,x,f,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2.0,5.0,1.0,1.0,7.0
3044,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,7.0,1.0,2.0,6.0
3045,e,f,f,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,1.0,5.0,1.0,1.0,7.0
3046,e,x,f,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,1.0,5.0,1.0,1.0,7.0
3047,p,x,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
3048,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,4.0,4.0,1.0,1.0,1.0
3049,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,7.0,7.0,1.0,1.0,1.0
3050,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,g,4.0,5.0,1.0,1.0,1.0
3051,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,7.0,7.0,1.0,1.0,1.0
3052,e,x,y,f,n,f,c,n,e,?,s,f,p,o,f,h,v,d,10.0,7.0,1.0,1.0,1.0
3053,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,7.0,1.0,4.0,6.0
3054,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4.0,7.0,1.0,1.0,1.0
3055,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
3056,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2.0,7.0,1.0,2.0,6.0
3057,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,u,3.0,5.0,1.0,1.0,1.0
3058,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,3.0,5.0,1.0,1.0,1.0
3059,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,4.0,1.0,2.0,5.0
3060,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,7.0,1.0,4.0,6.0
3061,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
3062,p,x,y,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2.0,5.0,1.0,1.0,7.0
3063,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1.0,8.0,1.0,6.0,3.0
3064,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,4.0,1.0,2.0,5.0
3065,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,4.0,7.0,1.0,1.0,1.0
3066,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,5.0
3067,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,7.0,1.0,5.0,6.0
3068,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,2.0,1.0,4.0,7.0
3069,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,3.0,7.0,1.0,1.0,1.0
3070,p,f,s,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,6.0,5.0,1.0,1.0,1.0
3071,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2.0,7.0,1.0,2.0,7.0
3072,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,5.0,1.0,1.0,3.0
3073,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,7.0,7.0,1.0,1.0,1.0
3074,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,3.0,4.0,1.0,1.0,1.0
3075,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,3.0,7.0,1.0,1.0,1.0
3076,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1.0,9.0,1.0,1.0,1.0
3077,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,6.0,12.0,1.0,1.0,1.0
3078,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,7.0,7.0,1.0,1.0,1.0
3079,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,5.0,1.0,1.0,1.0
3080,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
3081,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,4.0,1.0,5.0,6.0
3082,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,u,3.0,4.0,1.0,1.0,1.0
3083,e,f,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7.0,8.0,1.0,6.0,1.0
3084,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,7.0,5.0,1.0,1.0,1.0
3085,e,x,f,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,9.0,5.0,1.0,1.0,7.0
3086,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,8.0,1.0,1.0,3.0
3087,e,x,y,f,n,f,w,n,e,b,f,f,p,o,e,w,v,l,1.0,5.0,1.0,1.0,7.0
3088,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,5.0,1.0,6.0,3.0
3089,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,4.0,5.0,1.0,1.0,1.0
3090,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,5.0,1.0,1.0,3.0
3091,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,5.0,1.0,1.0,3.0
3092,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,g,3.0,4.0,1.0,1.0,1.0
3093,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7.0,8.0,1.0,6.0,1.0
3094,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,g,7.0,4.0,1.0,1.0,1.0
3095,p,b,y,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,2.0,5.0,1.0,1.0,2.0
3096,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,3.0,7.0,1.0,1.0,1.0
3097,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2.0,7.0,1.0,5.0,5.0
3098,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,4.0,1.0,2.0,7.0
3099,p,b,f,f,n,f,c,n,e,?,k,y,p,o,e,w,v,d,1.0,5.0,1.0,1.0,2.0
3100,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,4.0,1.0,2.0,5.0
3101,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,4.0,1.0,4.0,6.0
3102,e,f,y,f,n,f,w,n,e,b,s,s,p,o,e,w,v,l,9.0,5.0,1.0,1.0,7.0
3103,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
3104,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3.0,7.0,1.0,1.0,1.0
3105,p,x,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,1.0,1.0
3106,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6.0,12.0,1.0,1.0,1.0
3107,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,2.0,1.0,2.0,5.0
3108,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,g,7.0,5.0,1.0,1.0,1.0
3109,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,2.0,1.0,5.0,6.0
3110,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,7.0,4.0,1.0,1.0,1.0
3111,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,u,7.0,7.0,1.0,1.0,1.0
3112,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
3113,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,7.0,1.0,2.0,7.0
3114,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1.0,8.0,1.0,1.0,1.0
3115,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2.0,2.0,1.0,5.0,6.0
3116,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,7.0,8.0,1.0,1.0,3.0
3117,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,5.0,1.0,6.0,1.0
3118,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1.0,8.0,1.0,6.0,3.0
3119,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,3.0,4.0,1.0,1.0,1.0
3120,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,7.0,1.0,4.0,5.0
3121,e,f,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,8.0,1.0,6.0,1.0
3122,e,x,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,5.0,1.0,1.0,3.0
3123,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,2.0,1.0,4.0,7.0
3124,p,b,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,7.0,2.0,1.0,1.0,1.0
3125,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,7.0,7.0,1.0,1.0,1.0
3126,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,4.0,5.0,1.0,1.0,1.0
3127,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,7.0,4.0,1.0,1.0,1.0
3128,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,7.0,1.0,2.0,7.0
3129,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3.0,5.0,1.0,1.0,1.0
3130,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4.0,5.0,1.0,1.0,1.0
3131,e,f,y,f,n,f,c,n,e,?,s,f,p,o,f,h,y,d,10.0,7.0,1.0,1.0,1.0
3132,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2.0,4.0,1.0,4.0,5.0
3133,p,x,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1.0,9.0,1.0,1.0,1.0
3134,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,7.0,5.0,1.0,1.0,1.0
3135,e,x,f,f,n,f,w,n,e,b,f,s,p,o,e,w,v,l,9.0,5.0,1.0,1.0,7.0
3136,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,u,4.0,7.0,1.0,1.0,1.0
3137,e,x,y,f,n,f,c,n,e,?,s,f,p,o,f,h,y,d,8.0,4.0,1.0,1.0,1.0
3138,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,7.0,1.0,4.0,7.0
3139,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,4.0,1.0,2.0,5.0
3140,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,3.0,2.0,1.0,1.0,1.0
3141,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,1.0
3142,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1.0,9.0,1.0,1.0,5.0
3143,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,7.0,1.0,2.0,7.0
3144,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,8.0,1.0,6.0,3.0
3145,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,4.0,5.0,1.0,1.0,1.0
3146,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,v,g,7.0,5.0,1.0,1.0,1.0
3147,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,1.0
3148,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,4.0,7.0,1.0,1.0,1.0
3149,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,1.0,5.0
3150,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,3.0,4.0,1.0,1.0,1.0
3151,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,4.0,5.0,1.0,1.0,1.0
3152,p,x,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,g,4.0,5.0,1.0,1.0,1.0
3153,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,2.0,1.0,2.0,5.0
3154,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,4.0,1.0,5.0,7.0
3155,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,4.0,1.0,4.0,7.0
3156,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2.0,2.0,1.0,5.0,5.0
3157,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,4.0,5.0,1.0,1.0,1.0
3158,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,u,7.0,4.0,1.0,1.0,1.0
3159,p,f,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,u,3.0,7.0,1.0,1.0,1.0
3160,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,4.0,1.0,2.0,7.0
3161,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,7.0,7.0,1.0,1.0,1.0
3162,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
3163,p,x,s,t,f,f,c,b,t,b,s,s,p,o,p,h,s,g,3.0,5.0,1.0,1.0,1.0
3164,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,8.0,1.0,6.0,1.0
3165,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,7.0,5.0,1.0,1.0,1.0
3166,p,x,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,5.0
3167,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,1.0,8.0,1.0,1.0,3.0
3168,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3.0,5.0,1.0,1.0,1.0
3169,p,f,s,t,f,f,c,b,t,b,s,s,p,o,p,h,v,u,3.0,4.0,1.0,1.0,1.0
3170,p,x,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,1.0,5.0
3171,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,s,g,3.0,5.0,1.0,1.0,1.0
3172,p,x,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1.0,9.0,1.0,2.0,1.0
3173,p,b,s,t,n,f,c,b,e,b,s,s,p,t,p,r,v,g,6.0,5.0,1.0,1.0,1.0
3174,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5.0,9.0,1.0,2.0,1.0
3175,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,2.0,1.0,5.0,7.0
3176,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,2.0,1.0,2.0,7.0
3177,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,7.0,1.0,5.0,6.0
3178,p,f,y,t,n,f,c,b,e,b,s,s,p,t,p,r,v,m,3.0,12.0,1.0,1.0,1.0
3179,p,f,s,t,f,f,c,b,t,b,f,f,p,o,p,h,s,g,4.0,7.0,1.0,1.0,1.0
3180,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,5.0,1.0,6.0,3.0
3181,p,x,s,t,f,f,c,b,t,b,f,s,p,o,p,h,v,g,3.0,5.0,1.0,1.0,1.0
3182,e,k,s,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,6.0,8.0,1.0,1.0,1.0
3183,p,f,s,t,f,f,c,b,t,b,s,f,p,o,p,h,s,u,3.0,4.0,1.0,1.0,1.0
3184,p,x,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1.0,9.0,1.0,2.0,1.0
3185,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,4.0,1.0,5.0,7.0
3186,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,4.0,1.0,2.0,7.0
3187,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,4.0,1.0,2.0,5.0
3188,e,x,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,5.0,1.0,1.0,3.0
3189,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,2.0,1.0,2.0,6.0
3190,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1.0,9.0,1.0,2.0,5.0
3191,p,x,s,t,f,f,c,b,t,b,f,f,p,o,p,h,v,g,7.0,5.0,1.0,1.0,1.0
3192,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,7.0,1.0,2.0,6.0
3193,e,k,y,t,n,f,c,b,e,?,s,s,p,t,e,w,c,w,5.0,8.0,1.0,6.0,1.0
